Area,Boro,AreaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
Corona,Queens,neighborhood,950.0,950.0,950.0,950.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1500.0,,,1200.0,,,,,,,,,,1400.0,,,1425.0,1400.0,1395.0,1362.5,1395.0,1395.0,1465.0,1492.5,1480.0,1450.0,1430.0,1465.0,1575.0,,1480.0,,,1495.0,1485.0,1470.0,1470.0,1476.0,,1473.5,,1455.0,1482.5,,1507.5,1507.5,1500.0,,,
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,,,,,,,,,,,,,1200.0,1300.0,1200.0,1075.0,1550.0,,,,1675.0,1525.0,1525.0,1475.0,1525.0,,1330.5,,,,1250.0,1247.5,,1450.0,1500.0,1550.0,1550.0,1287.5,1400.0,1380.0,1300.0,,,1550.0,1550.0,1500.0,,1250.0,1295.0,1347.5,1275.0,1300.0,1300.0,1500.0,1525.0,1837.5,1850.0,1500.0,1312.5,1300.0,1350.0,1350.0,1325.0,1337.5,1450.0,1525.0,1500.0,1550.0,1600.0,1550.0,1500.0,1500.0,1500.0,1497.5,1450.0,1487.5,1637.5,1824.5,1800.0,1800.0,1776.0,1800.0,1625.0,1662.5,1675.0,1675.0,1600.0,1699.0,1600.0,1661.0,1650.0,1707.0,1870.0,1895.0,1800.0,1755.0,1837.5,1800.0,1832.5,1850.0,1850.0,1725.0
DUMBO,Brooklyn,neighborhood,,,2787.5,2737.5,2775.0,,,,,,,,,,,,,,,3450.0,3500.0,,,,,3725.0,,2862.5,2500.0,,,,,,,,,,,,2650.0,2750.0,2700.0,2650.0,2650.0,3037.5,,,,,,2750.0,2700.0,,2900.0,3500.0,3150.0,,,,2949.0,2958.0,2750.0,3130.5,2960.5,2858.0,3005.0,3454.5,,,,,2904.0,2877.5,2875.0,,3161.5,3348.0,2825.0,3456.0,,3347.0,3347.0,3486.0,3486.0,3125.0,3120.5,2840.0,2855.0,3200.0,3100.0,3050.0,2850.0,,,,,3023.0,3495.0,3300.0,3181.0,3012.5
Ditmas Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,1275.0,1350.0,1400.0,1350.0,1425.0,1475.0,,,1337.5,1350.0,1350.0,1500.0,1550.0,,,,,,,1572.5,,,1500.0,1500.0,,,,1500.0,1425.0,1437.5,1475.0,1450.0,1475.0,1575.0,1575.0,1750.0,1525.0,1625.0,1475.0,1500.0,1562.5,1550.0,1525.0,1512.5,1499.0,1500.0
Douglaston,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Brooklyn,Brooklyn,neighborhood,1731.0,1750.0,1783.0,1805.0,1805.0,1805.0,1848.5,1805.0,1805.0,1914.5,1975.0,,,1972.0,1739.0,1841.5,1925.0,1944.0,1950.0,1983.0,1971.0,1878.5,1857.0,1950.0,1975.0,1998.5,1898.0,2095.0,2037.5,2100.0,2205.0,2200.0,2410.0,2200.0,2365.0,2450.0,2475.0,2415.0,2270.0,2270.0,2340.0,2380.0,2277.5,2260.0,2262.5,2300.0,2225.0,2430.0,2347.5,2350.0,2350.0,2357.5,2400.0,2399.5,2400.0,2405.0,2422.5,2442.5,2417.5,2447.5,2495.0,2570.0,2540.0,2560.0,2617.0,2685.0,2645.0,2585.0,2521.0,2505.0,2497.5,2495.0,2455.0,2471.0,2500.0,2531.5,2550.0,2575.0,2562.0,2540.0,2550.0,2505.0,2423.0,2435.0,2390.0,2450.0,2495.0,2525.0,2525.0,2525.0,2570.5,2583.5,2522.5,2400.0,2390.5,2400.0,2416.0,2441.0,2495.0,2543.5,2584.5,2650.0
Dyker Heights,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Brooklyn,Brooklyn,submarket,1499.5,,1225.0,1212.5,1275.0,1075.0,1100.0,1100.0,1650.0,1650.0,1375.0,1200.0,1250.0,1250.0,1300.0,1350.0,1450.0,1550.0,1750.0,1500.0,1525.0,1650.0,1600.0,1500.0,1500.0,1450.0,1187.5,1900.0,1800.0,1600.0,1337.5,1350.0,1590.0,1600.0,1600.0,1800.0,1650.0,1500.0,1600.0,1625.0,1600.0,1825.0,1625.0,1600.0,1550.0,1500.0,1650.0,1400.0,1400.0,1500.0,1400.0,1400.0,1500.0,1600.0,1550.0,1550.0,1524.5,1500.0,1550.0,1500.0,1500.0,1600.0,1525.0,1500.0,1637.0,1650.0,1695.0,1695.0,1697.5,1600.0,1595.0,1598.5,1600.0,1600.0,1600.0,1650.0,1700.0,1800.0,1800.0,1846.0,1800.0,1799.5,1699.0,1675.0,1699.0,1695.0,1699.0,1699.5,1699.0,1750.0,1800.0,1800.0,1895.0,1900.0,1800.0,1740.0,1839.5,1895.0,1895.0,1850.0,1800.0,1800.0
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,1225.0,1237.5,1050.0,1100.0,1237.5,,1260.0,1250.0,1195.0,1200.0,1195.0,1195.0,1195.0,1195.0,1222.5,1195.0,1195.0,1195.0,1400.0,1400.0,1375.0,1375.0,,,1350.0,,,,,1400.0,1375.0,1425.0,,,,,,1450.0,1450.0,1400.0,1471.0,1495.0,1468.5
East Harlem,Manhattan,neighborhood,1400.0,1400.0,1400.0,,,,,,,,,,,1075.0,,,1550.0,1687.5,1710.0,1742.5,1699.0,1717.0,1699.0,1672.5,1672.5,1700.0,1650.0,1650.0,1695.0,1650.0,1718.5,1741.0,1700.0,1700.0,1700.0,1700.0,1650.0,1675.0,1699.0,1699.0,1750.0,1745.5,1718.5,1741.0,1718.5,1650.0,1625.0,1668.5,1739.5,1668.5,1600.0,1649.0,1650.0,1718.5,1745.5,1795.0,1675.0,1650.0,1699.0,1741.0,1755.0,1741.0,1650.0,1649.5,1650.0,1719.0,1687.0,1687.0,1700.0,1795.0,1825.0,1796.0,1750.0,1750.0,1793.0,1760.0,1800.0,1716.5,1650.0,1749.5,1738.0,1749.5,1793.0,1800.0,1849.0,1800.0,1796.5,1825.0,1825.0,1800.0,1800.0,1795.0,1762.5,1812.5,1750.0,1775.0,1775.0,1860.0,1850.0,1772.5,1850.0,1725.0
East New York,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Village,Manhattan,neighborhood,1639.5,1712.5,1750.0,1802.5,1819.0,1900.0,1800.0,1897.5,1895.0,1937.5,1912.5,2000.0,1962.5,1950.0,1800.0,1850.0,1950.0,1907.5,1795.0,1900.0,1875.0,1797.5,1965.0,1950.0,1897.5,1995.0,2000.0,2000.0,2000.0,1995.0,1995.0,2000.0,1977.5,1995.0,2000.0,2000.0,2025.0,2050.0,2075.0,2100.0,2150.0,2100.0,2100.0,2150.0,2200.0,2395.0,2062.5,2050.0,2200.0,2250.0,2162.5,2150.0,2125.0,2095.0,2100.0,2150.0,2100.0,2150.0,2145.0,2095.0,2035.0,2050.0,2050.0,2149.5,2100.0,2100.0,2100.0,2195.0,2195.0,2100.0,2100.0,2185.0,2192.5,2175.0,2242.0,2300.0,2350.0,2300.0,2300.0,2295.0,2250.0,2295.0,2329.0,2338.0,2318.5,2300.0,2295.0,2242.5,2200.0,2250.0,2250.0,2200.0,2200.0,2250.0,2200.0,2150.0,2136.0,2200.0,2200.0,2295.0,2250.0,2295.0
Eastchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenwald,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.0,,,,,,1337.5,1375.0,1400.0,,1550.0,1537.5,,1525.0,1487.5,1537.5,1550.0,1437.0,,,,,1385.0,1500.0,1500.0,1412.5,1550.0,1522.5,1400.0,1500.0,1600.0,1600.0,1382.5,1535.0,1500.0,1462.5,1550.0,1400.0,1400.0,1575.0,1375.0,1470.0,1450.0,1450.0,1522.5,1650.0,1600.0,1506.0,1512.0,1470.0
Financial District,Manhattan,neighborhood,2500.0,2400.0,2300.0,2299.0,2495.0,2500.0,2472.5,2500.0,2500.0,2615.0,2487.0,2499.0,2500.0,2500.0,2500.0,2500.0,2500.0,2560.0,2600.0,2550.0,2655.0,2700.0,2575.0,2500.0,2525.0,2525.0,2522.5,2625.0,2600.0,2630.0,2650.0,2662.0,2795.0,2695.0,2705.0,2655.0,2650.0,2695.0,2660.0,2650.0,2685.0,2730.0,2700.0,2750.0,2750.0,2762.5,2770.0,2730.0,2700.0,2702.0,2750.0,2750.0,2750.0,2725.0,2750.0,2795.0,2875.0,2890.0,2930.0,2950.0,2895.0,2900.0,2900.0,2945.5,2958.5,2950.0,2950.0,2942.5,2950.0,2950.0,2900.0,2915.0,2900.0,2895.0,2950.0,2958.0,2950.0,2950.0,2932.5,2950.0,2900.0,2850.0,2769.5,2710.0,2700.0,2769.0,2775.0,2780.0,2845.0,2850.0,2900.0,2999.0,2995.0,2950.0,2816.5,2810.0,2849.5,2883.0,2887.0,2875.0,2976.0,2949.0
Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.5,1230.0,1275.0,1125.0,995.0,1195.0,1300.0,1299.0,1300.0,1375.0,1350.0,1300.0,1300.0,1300.0,1300.0,1300.0,1287.5,1350.0,1400.0,,1412.5,1400.0,1400.0,1450.0,1397.5,1549.0,1495.0,1495.0,1425.0,1547.5,1475.0,1475.0,1450.0,1460.0,1395.0,1375.0,1400.0,1400.0,1325.0,1350.0,1500.0,1487.5,1500.0,1500.0,1572.5,1550.0
Flatiron,Manhattan,neighborhood,2525.0,2500.0,2490.0,2550.0,2550.0,2600.0,2550.0,2575.0,2637.5,2475.0,2650.0,2475.0,2500.0,2557.5,2700.0,2795.0,2625.0,2650.0,2672.5,2495.0,2650.0,2600.0,2600.0,2825.0,2662.5,2772.5,2695.0,2750.0,2675.0,2650.0,2835.0,2772.5,2992.5,2850.0,2615.5,2683.5,2695.0,2795.0,2897.5,2895.0,2800.0,2850.0,3012.5,3000.0,2918.5,3064.0,2903.5,2884.0,2995.0,3216.0,3039.0,3187.0,3215.0,2995.0,2997.5,2950.0,3095.0,3405.0,3485.0,3350.0,3499.0,3425.0,3500.0,3511.5,3537.5,3500.0,3447.5,3517.0,3295.0,3097.5,3077.5,3095.0,3150.0,3295.0,3108.0,3225.5,3254.0,3324.0,3255.0,3289.5,3223.5,3200.0,3187.5,3283.0,3295.0,3247.5,3297.5,3300.0,3297.5,3350.0,3280.0,3095.0,3033.5,3200.0,3295.0,3225.0,3395.0,3496.0,3300.0,3445.0,3412.5,3335.0
Flatlands,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flushing,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,1100.0,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.0,,,,,,,,,1350.0,1375.0,1350.0,,,,,1350.0,1325.0,1350.0,1350.0,1395.0,1400.0,1400.0,1400.0,1450.0,1425.0,1450.0,1500.0,1650.0,,,1475.0,1495.0,1587.5,1427.5,1427.5,1450.0,1675.0,1700.0,1495.0,1450.0,1450.0,1582.5,1557.5,,1495.0,1537.5,1525.0,1650.0,1487.5
Fordham,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Hills,Queens,neighborhood,,,1225.0,1225.0,1225.0,1250.0,1237.5,,1299.5,,,,,,1250.0,1450.0,1475.0,1500.0,1550.0,1450.0,,1450.0,1550.0,1495.0,,1550.0,1595.0,1437.5,1525.0,1562.5,1562.5,1550.0,1525.0,1550.0,1550.0,1572.5,1587.5,1512.5,1525.0,1475.0,1425.0,1375.0,1450.0,1495.0,1575.0,1625.0,1637.5,,1450.0,1450.0,1450.0,1500.0,1600.0,1565.0,1472.5,1450.0,1450.0,1475.0,1450.0,1450.0,1565.0,1437.5,1437.5,1450.0,1475.0,1475.0,1500.0,1500.0,1530.0,1550.0,1600.0,1500.0,1550.0,1500.0,1500.0,1475.0,1572.5,1625.0,1562.5,1550.0,1550.0,1550.0,1550.0,1562.5,1550.0,1525.0,1525.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1566.5,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1600.0
Fort Greene,Brooklyn,neighborhood,,1450.0,1412.5,,,,1680.0,1665.0,,,1597.5,1525.0,1525.0,,,,1550.0,,1697.5,,1850.0,1695.0,1600.0,,,,,,1900.0,1900.0,1812.5,,1900.0,,,2200.0,2200.0,1875.0,,,1950.0,2000.0,2255.0,1747.5,1795.0,2000.0,2125.0,2178.0,2376.0,2200.0,2100.0,2066.0,1975.0,2276.0,2055.0,2000.0,2000.0,2050.0,1990.0,1945.0,1975.0,2000.0,1850.0,1900.0,1900.0,1900.0,2050.0,1975.0,2200.0,2319.0,2025.0,2050.0,2050.0,1975.0,2097.5,1975.0,2000.0,2000.0,2254.0,2400.0,2443.0,2397.5,2467.0,2300.0,2300.0,2312.5,2555.0,2600.0,2591.0,2604.0,2650.0,2637.5,2563.0,2320.0,2503.0,2495.0,2400.0,2225.0,2300.0,2500.0,2550.0,2384.5
Fresh Meadows,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerritsen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Oaks,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gowanus,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647.5,,,,,,,2897.5,2546.0,2997.5,,,,2775.0,,,2300.0,,,,,,2292.0,,,,,,,,,2520.0,2483.0,2474.0,2524.5,2520.0,2450.5,,,2483.0,2550.0,2554.0,2557.0,2469.0,2485.0,2455.0,2538.0,2525.0,2378.5,2324.0,2300.0,2300.0,2307.0,2437.5,2630.0,2595.0
Gramercy Park,Manhattan,neighborhood,2400.0,2400.0,2395.0,2395.0,2395.0,2312.5,2400.0,2300.0,2395.0,2495.0,2547.5,2495.0,2395.0,2495.0,2372.5,2400.0,2395.0,2497.5,2472.5,2495.0,2500.0,2525.0,2400.0,2450.0,2595.0,2495.0,2497.5,2550.0,2550.0,2495.0,2450.0,2400.0,2350.0,2395.0,2495.0,2525.0,2500.0,2499.0,2400.0,2495.0,2497.5,2522.5,2400.0,2400.0,2500.0,2450.0,2395.0,2300.0,2400.0,2450.0,2500.0,2495.0,2550.0,2595.0,2700.0,2500.0,2500.0,2500.0,2500.0,2550.0,2525.0,2672.5,2640.0,2650.0,2672.5,2600.0,2620.0,2697.5,2725.0,2695.0,2625.0,2595.0,2650.0,2750.0,2800.0,2700.0,2800.0,2750.0,2750.0,2772.5,2600.0,2550.0,2640.0,2695.0,2695.0,2695.0,2645.0,2769.0,2750.0,2750.0,2772.5,2790.0,2750.0,2595.0,2500.0,2562.5,2590.0,2562.0,2700.0,2650.0,2750.0,2800.0
Gravesend,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.0,900.0,,,,,,,,,,,,,,,,,1100.0,1280.0,,,,,,,,,,,1099.0,1162.5,,,,,,,,,,,,,,1285.0,1295.0,1250.0,,,1322.5,1322.5,1285.0,1295.0,,1400.0,,,,,,,,,,,,,
Greenpoint,Brooklyn,neighborhood,1450.0,,,,,,,,,,,,,,,,,,,2100.0,,2600.0,3000.0,2200.0,,1675.0,1550.0,2050.0,,,,,,,2825.0,3600.0,2997.5,3000.0,3000.0,2995.0,2550.0,2350.0,2200.0,2250.0,2500.0,,,2550.0,2200.0,,,,2650.0,2600.0,2625.0,2550.0,2800.0,2997.5,2995.0,2800.0,2200.0,1997.5,1872.5,2400.0,2400.0,2560.0,2550.0,2700.0,2000.0,1799.5,2200.0,2500.0,2449.5,2100.0,2150.0,2400.0,2200.0,2100.0,2199.0,1949.5,1825.0,1900.0,1899.0,2000.0,2350.0,2322.5,2325.0,2300.0,2345.0,2300.0,2200.0,1875.0,1798.0,1949.5,1700.0,1874.5,1972.5,2099.0,2492.0,2471.0,2497.5,2341.0
Greenwich Village,Manhattan,neighborhood,2100.0,2100.0,2000.0,2000.0,2190.0,2100.0,2037.5,2087.5,2472.5,2600.0,2400.0,2395.0,2300.0,2250.0,2195.0,2300.0,2225.0,2200.0,2200.0,2490.0,2450.0,2400.0,2600.0,2650.0,2500.0,2472.5,2500.0,2500.0,2600.0,2500.0,2600.0,2650.0,2700.0,2700.0,2700.0,2750.0,2797.0,2800.0,2795.0,2795.0,2700.0,2600.0,2595.0,2700.0,2700.0,2695.0,2700.0,2700.0,2700.0,2695.0,2700.0,2800.0,2725.0,2597.5,2597.5,2600.0,2725.0,2895.0,2750.0,2795.0,2750.0,2800.0,2795.0,2800.0,2750.0,2700.0,2700.0,2800.0,2897.5,2900.0,2850.0,3000.0,2972.5,2800.0,2850.0,2925.0,2850.0,2950.0,2850.0,2824.5,2850.0,2985.0,2900.0,2750.0,2650.0,2650.0,2700.0,2750.0,2650.0,2695.0,2662.5,2650.0,2725.0,2750.0,2687.5,2600.0,2646.0,2615.0,2697.5,2750.0,2700.0,2685.0
Greenwood,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.5,,,,,1600.0,1750.0,2750.0,2475.0,,,,,,,,,,1200.0,,,1900.0,,,,,,,,,,,,,2050.0,,,,,2225.0,2212.5,2575.0,2599.0,2649.0,2499.0,2625.0,2650.0,,,2475.0,2450.0,2475.0,2485.0
Hamilton Heights,Manhattan,neighborhood,1150.0,1150.0,1100.0,1100.0,1050.0,1100.0,1175.0,1095.0,,1175.0,1150.0,,,,1200.0,,1397.5,,1400.0,1375.0,1375.0,1500.0,1500.0,,,1262.5,,,1345.0,,1260.0,1295.0,1200.0,,,,,,,1295.0,1300.0,1400.0,1300.0,1400.0,1350.0,1400.0,1425.0,1350.0,1350.0,1325.0,1350.0,1300.0,1525.0,1500.0,1400.0,1400.0,1450.0,1450.0,1600.0,1550.0,1445.0,1485.0,1550.0,1550.0,1450.0,1550.0,1550.0,1572.5,1550.0,1695.0,1697.5,1675.0,1622.5,1575.0,1650.0,1600.0,1597.5,1599.5,1587.0,1600.0,1600.0,1625.0,1699.5,1699.5,1689.5,1665.0,1650.0,1650.0,1697.0,1649.5,1600.0,1562.5,1487.5,1600.0,1600.0,1600.0,1649.0,1649.5,1850.0,1675.0,1750.0,1712.5
Highbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Beach,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunts Point,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwood,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1249.5,,,,,1250.0,,1275.0,,,,,,,,,,,,1425.0,,,,1550.0,1500.0,,,,,1449.5,1499.0,1450.0,1400.0,1425.0,1460.0,1500.0,1450.0,,,,,,,,1475.0,1500.0,
Jackson Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,,,,,,,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1350.0,1350.0,1495.0,1495.0,1425.0,,1337.5,,1375.0,1447.5,1550.0,1500.0,1575.0,1575.0,,,1650.0,1600.0,1475.0,1475.0,1475.0,1475.0,1450.0,1500.0,1500.0,1550.0,1550.0,1575.0,1567.5,1550.0,1550.0,1450.0,1600.0,1600.0,1600.0,1590.0,1595.0,1530.0
Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828.0,1828.0,,,,,,
Jamaica Estates,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0,,,,,,,,,,,,,1450.0,,,,,,,,,,,,,
Jamaica Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1600.0,1600.0,1575.0,1550.0,1369.0,1295.0,1437.5,1397.5,1437.5,1347.5,1300.0,1400.0,1500.0,1415.0,1432.5,1500.0,1500.0,1572.5,1550.0,,1615.0,1580.0,1612.5,1500.0,1495.0,1462.5,,1512.5,1550.0,1550.0,,1500.0,,,1500.0,1500.0,1525.0,1500.0,,1500.0,1450.0,1425.0,1400.0,1475.0,1450.0,1450.0,1450.0,1500.0,1550.0
Kew Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,,1337.5,,1450.0,1450.0,1450.0,1450.0,1450.0,1400.0,1400.0,1405.0,1450.0,1425.0,1400.0,1400.0,1500.0,1500.0,1550.0,1500.0,1499.5,1550.0,1500.0,1499.5,1524.5,1525.0,1462.5,1400.0,1450.0,1512.5,1450.0,1495.0,1510.0,,,,,,,1450.0,1472.5,1450.0,1475.0,1475.0
Kew Gardens Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laconia,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurelton,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
